Sample_Name,Experiment,Batch,Sample_Time,Day,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,Titer,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature_setpoint,Bolus_Feed,Normalized_Bolus_Feed,Volume
TSLP-AR25-064-007-09,AR25-064,AR25-064-007,7/11/2025 7:13,9,17.33,16.65,96.1,17.52,409,5.84,0.47,10.42,1.28,6.51,0.07,2.09,125,13.4,39.7,33.8,7.13,3243.9,40,7.1,6.95,7.25,35,0,0,201.92
TSLP-AR25-064-007-10,AR25-064,AR25-064-007,7/12/2025 7:14,10,17.42,16.31,93.6,17.91,371,6.77,0.45,6.16,1.4,6.31,0.08,1.92,125.4,12.5,31.6,26.4,7.2,4387.395,40,7.1,6.95,7.25,35,8.8,0.04423889,198.92
TSLP-AR25-064-007-11,AR25-064,AR25-064-007,7/13/2025 7:14,11,17.34,15.77,90.9,17.93,424,7.47,0.43,9.25,1.71,6.98,0.08,2.3,130.9,11.3,36.6,37.6,7.09,4923.24,40,7.1,6.95,7.25,35,0,0,204.65
TSLP-AR25-064-007-12,AR25-064,AR25-064-008,7/14/2025 7:02,12,17.04,15.2,89.2,17.91,387,7.93,0.44,5.05,2.29,6.9,0.09,2.13,131,11.9,34.1,20.7,7.15,5990.715,40,7.1,6.95,7.25,35,7.8,0.038696235,201.57
TSLP-AR25-064-007-13,AR25-064,AR25-064-008,7/15/2025 7:14,13,17.01,14.98,88.1,18.15,438,9.02,0.42,7.7,2.77,7.5,0.09,2.48,137.5,10.6,36,35.8,7.07,6396.825,40,7.1,6.95,7.25,35,0,0,206.33
TSLP-AR25-064-007-14,AR25-064,AR25-064-008,7/16/2025 6:16,14,17.63,14.94,84.7,17.95,414,10.57,0.46,4.06,3.17,9.07,0.06,2.08,140.4,10.4,34.2,28.2,7.09,7005.96,40,7.1,6.95,7.25,35,0,0,200.53
TSLP-AR25-064-008-00,AR25-064,AR25-064-008,7/2/2025 12:47,0,1.3501,1.3185,97.7,14.95,322,0.71,0.69,7.78,1.25,2.81,0.24,6.74,103.5,19,33.4,109,7.36,75.1713,40,7.3,7.15,7.45,36.5,0,0,199.98
TSLP-AR25-064-008-01,AR25-064,AR25-064-008,7/3/2025 7:13,1,1.8698,1.8296,97.9,15.57,317,0.9,0.69,7.41,0.84,3.12,0.49,6.59,101.2,12.7,18.5,92.5,7.44,78.6633,40,7.3,7.15,7.45,36.5,0,0,195.36
TSLP-AR25-064-008-02,AR25-064,AR25-064-008,7/4/2025 7:13,2,3.1761,3.1345,98.7,15.85,316,1.27,0.71,6.55,0.79,3.55,0.88,6.39,101.7,10.1,20.8,84.7,7.29,85.61505,40,7.3,7.15,7.45,36.5,0,0,192.53
TSLP-AR25-064-008-03,AR25-064,AR25-064-008,7/5/2025 7:23,3,5.9532,5.9044,99.2,16.08,301,1.83,0.71,5.03,0.75,3.73,1.07,5.74,101.3,8.1,29.5,75.3,7.04,212.0348,40,7.3,7.15,7.45,36.5,7.8,0.041117554,189.7
TSLP-AR25-064-008-04,AR25-064,AR25-064-008,7/6/2025 7:14,4,10.3911,10.2275,98.4,15.48,373,3.38,0.65,9.62,1.07,5.16,1.3,4.92,113.7,10.8,44.1,67.5,6.99,470.8062,40,7.3,7.15,7.45,36.5,0,0,195.14
TSLP-AR25-064-008-05,AR25-064,AR25-064-008,7/7/2025 7:13,5,13.36,13.2,98.8,16.17,357,3.75,0.6,6.81,1.12,5.48,1.2,4.01,122.1,20.3,53.8,53.5,7.18,839.8194,40,7.3,7.15,7.45,35,0,0,192.94
TSLP-AR25-064-008-06,AR25-064,AR25-064-008,7/8/2025 7:24,6,17.33,17.05,98.4,15.57,334,2.41,0.56,4.38,0.89,5.33,0.34,3.33,122.6,31.2,49.2,44.9,7.41,,40,7.3,7.15,7.45,35,9.8,0.051546392,190.12
TSLP-AR25-064-008-07,AR25-064,AR25-064-008,7/9/2025 7:14,7,16.89,16.37,97,16.54,391,4.19,0.51,9.46,1.56,6.59,0.16,2.55,130.1,25,44.5,31.1,7.35,,40,7.3,7.15,7.45,35,0,0,197.06
TSLP-AR25-064-008-08,AR25-064,AR25-064-008,7/10/2025 7:35,8,18.72,18.07,96.5,16.95,344,4.08,0.48,4.85,1.16,6.2,0.09,1.81,129,26.9,41.9,23.3,7.41,2751.06,40,7.3,7.15,7.45,35,9.8,0.050499845,194.06
TSLP-AR25-064-008-09,AR25-064,AR25-064-008,7/11/2025 7:50,9,18.21,17.36,95.3,17.68,400,4.96,0.44,8.53,7.34,1.82,0.11,1.68,136.7,18.5,30.1,20.1,7.39,3262.17,40,7.3,7.15,7.45,35,0,0,198.91
TSLP-AR25-064-008-10,AR25-064,AR25-064-008,7/12/2025 7:24,10,17.95,16.99,94.7,17.92,368,5.55,0.44,4.02,1.22,6.74,0.08,1.57,135.9,18.7,28.4,21.7,7.42,4424.265,40,7.3,7.15,7.45,35,8.8,0.04457276,197.43
TSLP-AR25-064-008-11,AR25-064,AR25-064-008,7/13/2025 7:24,11,18.18,16.63,91.5,18.31,414,6.31,0.43,6.74,2.19,7.49,0.12,1.62,140.5,14.7,27.1,19.1,7.34,4862.34,40,7.3,7.15,7.45,35,0,0,202.94
TSLP-AR25-064-008-12,AR25-064,AR25-064-009,7/14/2025 7:14,12,18.67,16.29,87.3,17.9,392,7.14,0.44,2.71,1.82,7.21,0.1,1.79,143.3,16.2,27.3,24.5,7.38,5986.065,40,7.3,7.15,7.45,35,7.8,0.0390625,199.68
TSLP-AR25-064-008-13,AR25-064,AR25-064-009,7/15/2025 7:24,13,18.44,16.22,88,18.06,431,7.8,0.43,5.05,2.67,7.86,0.16,1.85,147.2,14,29.2,28.7,7.28,6495.33,40,7.3,7.15,7.45,35,0,0,204.34
TSLP-AR25-064-008-14,AR25-064,AR25-064-009,7/16/2025 6:26,14,19.1413,16.381,85.6,17.55,403,9.34,0.45,1.32,2.26,9.3,0.06,1.75,148.2,15.8,35.4,32.9,7.25,6932.625,40,7.3,7.15,7.45,35,0,0,198.38
TSLP-AR25-064-009-00,AR25-064,AR25-064-009,7/2/2025 12:56,0,1.1585,1.1377,98.2,15.4,327,0.71,0.7,7.75,1.22,2.78,0.23,6.66,102.3,20.6,48.9,102.3,7.23,73.9461,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-009-01,AR25-064,AR25-064-009,7/3/2025 7:23,1,1.8468,1.8167,98.4,15.71,321,0.87,0.69,7.45,1.01,3,0.43,6.56,100.8,18.7,40.8,110.2,7.26,75.32895,40,7.1,6.95,7.25,36.5,0,0,197.16
TSLP-AR25-064-009-02,AR25-064,AR25-064-009,7/4/2025 7:23,2,3.2953,3.2544,98.8,15.83,320,1.19,0.7,6.58,0.9,3.33,0.75,6.28,100.4,12.7,29.8,84,7.23,96.2271,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-009-03,AR25-064,AR25-064-009,7/5/2025 7:33,3,6.3379,6.2941,99.3,15.91,303,1.75,0.7,5.08,0.78,3.62,1.02,5.7,99.9,9.6,34.8,73,7.05,215.6973,40,7.1,6.95,7.25,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-009-04,AR25-064,AR25-064-009,7/6/2025 7:24,4,10.8304,10.6883,98.7,15.49,364,3.51,0.65,9.77,1.18,5.07,1.07,4.9,108.4,8.6,42,66.1,6.91,489.2994,40,7.1,6.95,7.25,36.5,0,0,196.53
TSLP-AR25-064-009-05,AR25-064,AR25-064-009,7/7/2025 7:23,5,13.17,13.01,98.8,16.1,343,4.31,0.63,7.65,1.14,5.44,0.61,4.18,111.9,14.3,48.5,54.2,7.07,885.8004,40,7.1,6.95,7.25,35,0,0,193.81
TSLP-AR25-064-009-06,AR25-064,AR25-064-009,7/8/2025 7:34,6,17.53,17.25,98.4,15.39,313,3.82,0.6,5.13,0.69,5.22,0.05,3.61,112.9,20.6,48.5,51,7.23,,40,7.1,6.95,7.25,35,9.8,0.051314274,190.98
TSLP-AR25-064-009-07,AR25-064,AR25-064-009,7/9/2025 7:25,7,16.48,16.11,97.7,16.43,377,5.37,0.53,10.23,1.41,6.33,0.08,2.84,119.1,15.2,44.3,34.3,7.14,,40,7.1,6.95,7.25,35,0,0,197.93
TSLP-AR25-064-009-08,AR25-064,AR25-064-009,7/10/2025 7:46,8,17,16.33,96.1,17.1,343,5.61,0.51,6.15,0.93,5.8,0.07,2.24,118.2,16.7,40.2,30,7.22,2757.285,40,7.1,6.95,7.25,35,9.8,0.050253833,195.01
TSLP-AR25-064-009-09,AR25-064,AR25-064-009,7/11/2025 8:01,9,16,15.29,95.6,17.75,403,6.15,0.46,10.01,6.79,1.66,0.1,2.01,124.4,12.7,32.9,26.1,7.19,3217.74,40,7.1,6.95,7.25,35,0,0,200.04
TSLP-AR25-064-009-10,AR25-064,AR25-064-009,7/12/2025 7:34,10,17.29,16.3,94.3,18.06,363,7.07,0.46,5.96,1.39,6.33,0.08,1.91,126.7,12.9,30.4,28.3,7.23,4515.945,40,7.1,6.95,7.25,35,8.8,0.044270047,198.78
TSLP-AR25-064-009-11,AR25-064,AR25-064-009,7/13/2025 6:02,11,16.25,14.73,90.6,18.57,413,8.02,0.45,9.25,2.34,7.85,0.13,2.06,134.5,10.4,30.1,21.8,7.14,4839.81,40,7.1,6.95,7.25,35,0,0,204.48
TSLP-AR25-064-009-12,AR25-064,AR25-064-010,7/14/2025 7:24,12,16.69,14.7,88.1,18.35,382,8.46,0.43,4.68,2.24,7.03,0.08,2,131.7,10.7,27.2,22.1,7.2,6014.385,40,7.1,6.95,7.25,35,7.8,0.038744288,201.32
TSLP-AR25-064-009-13,AR25-064,AR25-064-010,7/15/2025 8:03,13,17.61,15.45,87.8,18.22,426,9.55,0.43,7.01,3.23,7.79,0.13,2.4,139.9,9.8,30.2,31.3,7.12,6400.86,40,7.1,6.95,7.25,35,0,0,204.23
TSLP-AR25-064-009-14,AR25-064,AR25-064-010,7/16/2025 6:36,14,16.0326,13.9032,86.7,18.38,405,10.65,0.46,3.32,2.97,8.94,0.06,1.97,137.8,11,34.3,32.2,7.11,7113.66,40,7.1,6.95,7.25,35,0,0,200.16
TSLP-AR25-064-010-00,AR25-064,AR25-064-010,7/2/2025 13:13,0,2.5596,2.5194,98.4,15.31,316,0.94,0.68,7.02,0.85,2.94,0.41,6.38,102.1,19.3,55.1,94.3,7.15,85.3305,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-010-01,AR25-064,AR25-064-010,7/3/2025 7:33,1,3.98,3.9169,98.4,15.44,309,1.16,0.68,6.34,0.96,3.26,0.74,6.18,100.3,14.2,34.6,87.6,7.22,124.7944,40,7.1,6.95,7.25,36.5,0,0,197.15
TSLP-AR25-064-010-02,AR25-064,AR25-064-010,7/4/2025 7:33,2,6.2618,6.203,99.1,15.94,297,1.62,0.69,4.89,0.88,3.58,0.99,5.65,101,10,36.7,71.8,7.04,239.0262,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-010-03,AR25-064,AR25-064-010,7/5/2025 7:43,3,11.1139,11.0256,99.2,15.94,278,2,0.68,2.77,0.51,3.64,0.88,4.79,101.2,11.5,48.1,56.4,6.98,540.0189,40,7.1,6.95,7.25,36.5,7.8,0.040737452,191.47
TSLP-AR25-064-010-04,AR25-064,AR25-064-010,7/6/2025 7:34,4,15.8584,15.6488,98.7,15.67,329,3.38,0.62,6.87,1,5.14,0.61,3.77,109,12.6,45.5,62.1,7.05,1064.922,40,7.1,6.95,7.25,36.5,0,0,196.53
TSLP-AR25-064-010-05,AR25-064,AR25-064-010,7/7/2025 7:33,5,18.47,18.24,98.7,16.15,291,2.97,0.58,3.72,0.52,4.91,0.04,3.09,108.5,18.4,48.4,46.6,7.18,1258.398,40,7.1,6.95,7.25,35,0,0,193.67
TSLP-AR25-064-010-06,AR25-064,AR25-064-010,7/8/2025 7:44,6,18.46,17.85,96.7,15.51,290,3.22,0.55,3.8,0.3,4.2,0.05,3.05,107.8,18.2,46.6,51,7.2,,40,7.1,6.95,7.25,35,9.8,0.051054962,191.95
TSLP-AR25-064-010-07,AR25-064,AR25-064-010,7/9/2025 7:35,7,18.25,17.3,94.8,16.04,365,5.3,0.51,9.27,1.06,5.61,0.06,2.66,116.2,13.8,44.3,38.3,7.1,,40,7.1,6.95,7.25,35,0,0,198.9
TSLP-AR25-064-010-08,AR25-064,AR25-064-010,7/10/2025 7:56,8,16.45,15.09,91.7,16.65,335,5.6,0.5,5.78,0.74,5.28,0.07,2.34,116.9,15.3,47.2,33.8,7.12,3187.83,40,7.1,6.95,7.25,35,9.8,0.049992348,196.03
TSLP-AR25-064-010-09,AR25-064,AR25-064-010,7/11/2025 8:12,9,16.21,14.82,91.4,17.4,401,6.33,0.46,10.02,6.41,1.54,0.1,2.19,123.1,12.3,42.5,28.9,7.06,3529.125,40,7.1,6.95,7.25,35,0,0,201.13
TSLP-AR25-064-010-10,AR25-064,AR25-064-010,7/12/2025 7:44,10,15.88,14.18,89.3,17.59,367,7,0.45,6.53,1.61,6.12,0.08,2.13,123.5,12.9,39.5,35.6,7.12,4559.19,40,7.1,6.95,7.25,35,8.8,0.044,200
TSLP-AR25-064-010-11,AR25-064,AR25-064-010,7/13/2025 7:34,11,16.15,14.05,87,17.99,421,8.12,0.42,9.74,2.59,7.04,0.14,2.33,128.7,10.3,36.7,34.2,7.05,5032.59,40,7.1,6.95,7.25,35,0,0,205.88
TSLP-AR25-064-010-12,AR25-064,AR25-064-011,7/14/2025 7:34,12,16.03,13.4,83.6,17.64,394,8.47,0.41,6.13,2.86,6.96,0.08,2.48,128.7,10.3,35.3,35.3,7.07,6271.8,40,7.1,6.95,7.25,35,7.8,0.038436899,202.93
TSLP-AR25-064-010-13,AR25-064,AR25-064-011,7/15/2025 8:21,13,16.19,13.3,82.1,17.7,443,9.91,0.41,8.92,3.69,7.69,0.12,2.82,134.8,10.1,40.2,41.8,7,6375.435,40,7.1,6.95,7.25,35,0,0,206.06
TSLP-AR25-064-010-14,AR25-064,AR25-064-011,7/16/2025 6:46,14,16.6406,13.5046,81.2,17.7,426,11.11,0.45,5.93,3.78,9.09,0.07,2.44,135,11.6,47.8,42.4,6.99,7133.22,40,7.1,6.95,7.25,35,0,0,202.16
TSLP-AR25-064-011-00,AR25-064,AR25-064-011,7/2/2025 13:23,0,1.2245,1.2059,98.5,15.27,325,0.72,0.7,7.83,1.1,2.78,0.21,6.72,102.3,19.8,44.9,112.4,7.25,71.48055,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-011-01,AR25-064,AR25-064-011,7/3/2025 7:43,1,1.877,1.8497,98.5,15.8,324,0.88,0.7,7.48,1.11,3.03,0.44,6.62,102.1,18.8,41.9,94.6,7.26,77.0826,40,7.1,6.95,7.25,36.5,0,0,197.16
TSLP-AR25-064-011-02,AR25-064,AR25-064-011,7/4/2025 7:44,2,3.334,3.2974,98.9,15.85,314,1.2,0.71,6.67,0.97,3.38,0.78,6.43,102.3,13,30.7,85.4,7.23,98.9283,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-011-03,AR25-064,AR25-064-011,7/5/2025 7:53,3,5.9611,5.9072,99.1,15.75,301,1.82,0.72,5.13,0.84,3.68,1.03,5.87,102.6,9.8,36.5,68.5,7.03,222.2135,40,7.1,6.95,7.25,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-011-04,AR25-064,AR25-064-011,7/6/2025 7:44,4,10.7184,10.5476,98.4,15.57,363,3.62,0.65,9.78,1.26,5.13,1.06,4.91,109.1,9.1,42.9,67.8,6.93,499.1857,40,7.1,6.95,7.25,36.5,0,0,196.57
TSLP-AR25-064-011-05,AR25-064,AR25-064-011,7/7/2025 7:43,5,13.05,12.92,99,16.21,337,4.28,0.62,7.55,1.16,5.36,0.56,4.14,109.8,14.5,48,54.1,7.08,904.6346,40,7.1,6.95,7.25,35,0,0,193.78
TSLP-AR25-064-011-06,AR25-064,AR25-064-011,7/8/2025 7:54,6,15.83,15.53,98.1,15.88,311,3.9,0.59,5.04,0.68,5.15,0.05,3.6,110.6,20.2,48.8,43.8,7.22,,40,7.1,6.95,7.25,35,9.8,0.051322336,190.95
TSLP-AR25-064-011-07,AR25-064,AR25-064-011,7/9/2025 7:45,7,15.78,15.24,96.6,16.48,379,5.64,0.53,9.96,1.43,6.36,0.08,2.82,118.1,14.9,43.4,38.4,7.14,,40,7.1,6.95,7.25,35,0,0,197.89
TSLP-AR25-064-011-08,AR25-064,AR25-064-011,7/10/2025 8:07,8,14.84,14.2,95.7,17.59,337,5.59,0.51,5.96,0.91,5.69,0.07,2.23,118.1,16.7,41.2,29.4,7.21,2698.125,40,7.1,6.95,7.25,35,9.8,0.050264143,194.97
TSLP-AR25-064-011-09,AR25-064,AR25-064-011,7/11/2025 8:22,9,16.1,15.31,95.1,17.93,392,6.75,0.46,9.67,6.73,1.81,0.08,2.02,123.9,13,33.5,24.9,7.19,3396.555,40,7.1,6.95,7.25,35,0,0,199.97
TSLP-AR25-064-011-10,AR25-064,AR25-064-011,7/12/2025 7:54,10,15.67,14.78,94.4,18.12,362,7.15,0.45,5.61,1.36,6.29,0.08,1.88,125,13.3,31.4,21.5,7.23,4124.505,40,7.1,6.95,7.25,35,8.8,0.0442901,198.69
TSLP-AR25-064-011-11,AR25-064,AR25-064-011,7/13/2025 7:45,11,16.81,15.23,90.6,18.77,412,7.87,0.43,8.34,2.44,7.17,0.11,1.95,130.3,10.2,28.1,21.7,7.16,5020.35,40,7.1,6.95,7.25,35,0,0,204.35
TSLP-AR25-064-011-12,AR25-064,AR25-064-012,7/14/2025 7:44,12,16.07,14.3,89,18.46,383,8.59,0.43,4.39,2.18,6.95,0.09,2.12,131.4,11.2,28.8,32.2,7.2,5863.41,40,7.1,6.95,7.25,35,7.8,0.038773177,201.17
TSLP-AR25-064-011-13,AR25-064,AR25-064-012,7/15/2025 8:31,13,16.38,14.49,88.4,18.59,429,9.44,0.43,6.45,3.35,7.59,0.15,2.27,137.9,9.4,28.8,27.9,7.12,6455.04,40,7.1,6.95,7.25,35,0,0,204.06
TSLP-AR25-064-011-14,AR25-064,AR25-064-012,7/16/2025 7:07,14,16.1631,13.7498,85.1,18.45,400,11.15,0.45,3.03,9.47,2.84,0.08,2.14,139.6,12.4,38.6,36.1,7.11,7165.365,40,7.1,6.95,7.25,35,0,0,200.02
TSLP-AR25-064-012-00,AR25-064,AR25-064-012,7/2/2025 13:33,0,2.3837,2.3579,98.9,15.29,319,0.95,0.69,7.08,1.1,2.93,0.42,6.43,101.4,19.4,55.6,90.7,7.15,78.40981,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-012-01,AR25-064,AR25-064-012,7/3/2025 7:53,1,3.7489,3.7173,99.2,15.66,314,1.16,0.69,6.3,1.01,3.26,0.78,6.23,101,13.1,32.8,86.6,7.21,124.2512,40,7.1,6.95,7.25,36.5,0,0,197.15
TSLP-AR25-064-012-02,AR25-064,AR25-064-012,7/4/2025 7:55,2,6.5496,6.4915,99.1,15.92,296,1.67,0.7,4.76,0.86,3.62,1.03,5.66,101.3,9.2,35.3,73.3,7.02,230.5368,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-012-03,AR25-064,AR25-064-012,7/5/2025 6:02,3,10.6797,10.5921,99.2,15.91,278,2.03,0.7,2.89,0.51,3.81,0.93,4.85,100.8,10.9,47.3,54.8,6.97,533.1483,40,7.1,6.95,7.25,36.5,7.8,0.040735325,191.48
TSLP-AR25-064-012-04,AR25-064,AR25-064-012,7/6/2025 7:54,4,15.7493,15.5246,98.6,15.79,325,3.37,0.61,6.63,0.99,5.06,0.6,3.75,108.2,13.3,49.6,49.5,7.03,1025.341,40,7.1,6.95,7.25,36.5,0,0,196.56
TSLP-AR25-064-012-05,AR25-064,AR25-064-012,7/7/2025 7:53,5,18.17,17.92,98.6,16.16,294,2.95,0.58,3.55,0.52,4.85,0.05,3.1,109.3,19.2,49.8,44.2,7.19,1292.369,40,7.1,6.95,7.25,35,0,0,193.7
TSLP-AR25-064-012-06,AR25-064,AR25-064-012,7/8/2025 8:05,6,17.89,17.25,96.4,15.59,293,3.18,0.56,3.8,0.29,4.16,0.05,3.08,109.3,19.1,48.5,46.8,7.2,,40,7.1,6.95,7.25,35,9.8,0.051023065,192.07
TSLP-AR25-064-012-07,AR25-064,AR25-064-012,7/9/2025 7:55,7,17.9,16.87,94.2,16.11,364,5.27,0.51,9.11,1.08,5.57,0.06,2.67,116.8,14.3,45,37.5,7.11,,40,7.1,6.95,7.25,35,0,0,199.02
TSLP-AR25-064-012-08,AR25-064,AR25-064-012,7/10/2025 8:17,8,17.12,15.66,91.5,16.72,332,5.41,0.5,5.53,0.72,5.14,0.07,2.31,116.4,15.5,46,36,7.13,3137.28,40,7.1,6.95,7.25,35,9.8,0.049964311,196.14
TSLP-AR25-064-012-09,AR25-064,AR25-064-012,7/11/2025 8:32,9,16.82,15.35,91.3,17.34,392,6.23,0.46,9.79,6.33,1.54,0.1,2.18,123.1,12.4,40.8,33.7,7.09,3548.37,40,7.1,6.95,7.25,35,0,0,201.24
TSLP-AR25-064-012-10,AR25-064,AR25-064-012,7/12/2025 8:08,10,15.96,14.33,89.8,17.57,366,6.82,0.45,6.19,1.52,6.03,0.07,2.13,122.7,13.4,40.2,33,7.13,4657.365,40,7.1,6.95,7.25,35,8.8,0.043975813,200.11
TSLP-AR25-064-012-11,AR25-064,AR25-064-012,7/13/2025 7:55,11,15.01,12.78,85.1,17.99,417,7.99,0.42,9.42,2.53,6.95,0.14,2.35,129,10.4,35.9,37.9,7.07,5052.135,40,7.1,6.95,7.25,35,0,0,205.98
TSLP-AR25-064-012-12,AR25-064,AR25-064-013,7/14/2025 7:54,12,16.17,13.48,83.4,17.71,389,8.37,0.42,5.83,2.76,6.81,0.09,2.49,129.4,11.5,38.3,33.3,7.08,6090.66,40,7.1,6.95,7.25,35,7.8,0.038416076,203.04
TSLP-AR25-064-012-13,AR25-064,AR25-064-013,7/15/2025 8:42,13,16.16,13.54,83.8,17.9,442,9.54,0.41,8.46,3.52,7.36,0.12,2.81,132.2,10.4,40.7,38.9,7.01,6242.67,40,7.1,6.95,7.25,35,0,0,206.15
TSLP-AR25-064-012-14,AR25-064,AR25-064-013,7/16/2025 7:08,14,16.0054,13.04,81.5,17.75,424,10.92,0.44,5.56,9.31,3.46,0.09,2.52,134.4,12.8,51.7,43.3,7,6990.885,40,7.1,6.95,7.25,35,0,0,202.26
TSLP-AR25-064-013-00,AR25-064,AR25-064-013,7/2/2025 13:45,0,1.231,1.203,97.7,15.25,324,0.73,0.69,7.79,1.21,2.77,0.23,6.67,101.5,19.1,32.3,104.2,7.38,73.4844,40,7.3,7.15,7.45,36.5,0,0,199.98
TSLP-AR25-064-013-01,AR25-064,AR25-064-013,7/3/2025 8:05,1,2.0019,1.9602,97.9,15.75,318,0.91,0.69,7.34,1.12,3.09,0.5,6.58,101.7,14,20.4,100.8,7.44,77.4285,40,7.3,7.15,7.45,36.5,0,0,197.16
TSLP-AR25-064-013-02,AR25-064,AR25-064-013,7/4/2025 8:07,2,3.3922,3.3434,98.6,15.9,311,1.27,0.71,6.48,1,3.49,0.86,6.37,102,10.5,22.5,84.5,7.27,93.7533,40,7.3,7.15,7.45,36.5,0,0,194.33
TSLP-AR25-064-013-03,AR25-064,AR25-064-013,7/5/2025 8:05,3,6.297,6.2331,99,15.9,308,1.83,0.7,4.95,0.82,3.73,1.1,5.73,103.8,11.1,36.9,73.7,7.08,219.5003,40,7.3,7.15,7.45,36.5,7.8,0.040694944,191.67
TSLP-AR25-064-013-04,AR25-064,AR25-064-013,7/6/2025 8:06,4,11.4857,11.3307,98.7,15.61,381,3.28,0.63,8.99,1.29,5.18,1.61,4.79,122.2,17,52,57.7,7.12,474.4958,40,7.3,7.15,7.45,36.5,0,0,197.56
TSLP-AR25-064-013-05,AR25-064,AR25-064-013,7/7/2025 8:40,5,14.51,14.38,99.1,16.11,354,3.41,0.6,6.1,1.17,5.51,1.28,3.83,124.4,19.2,48.8,37.9,7.2,908.8568,40,7.3,7.15,7.45,35,0,0,192.98
TSLP-AR25-064-013-06,AR25-064,AR25-064-013,7/8/2025 8:15,6,18.34,18.04,98.3,15.17,324,2.24,0.56,3.9,0.87,5.14,0.24,3.25,123.8,33.6,46.1,42.3,7.47,,40,7.3,7.15,7.45,35,9.8,0.051057622,191.94
TSLP-AR25-064-013-07,AR25-064,AR25-064-013,7/9/2025 8:07,7,18.37,17.84,97.1,16.39,384,4.1,0.51,8.6,1.57,6.44,0.15,2.37,130.6,25,40.1,27.4,7.4,,40,7.3,7.15,7.45,35,0,0,198.84
TSLP-AR25-064-013-08,AR25-064,AR25-064-013,7/10/2025 8:28,8,20.02,19.44,97.1,16.73,337,3.73,0.48,3.85,0.88,5.97,0.08,1.63,130.7,27.3,41.2,27.6,7.43,2874.27,40,7.3,7.15,7.45,35,9.8,0.050068973,195.73
TSLP-AR25-064-013-09,AR25-064,AR25-064-013,7/11/2025 8:42,9,19.38,18.68,96.4,17.49,393,4.51,0.44,7.22,6.81,1.59,0.1,1.43,135.6,18.3,29.1,19.3,7.4,3362.07,40,7.3,7.15,7.45,35,0,0,200.45
TSLP-AR25-064-013-10,AR25-064,AR25-064-013,7/12/2025 8:18,10,18.55,17.77,95.8,17.92,357,4.93,0.43,2.65,0.96,6.31,0.07,1.38,134.2,18.7,28.8,18.2,7.42,4626.63,40,7.3,7.15,7.45,35,8.8,0.044258915,198.83
TSLP-AR25-064-013-11,AR25-064,AR25-064-013,7/13/2025 8:06,11,19.68,18.44,93.7,18.09,402,6.04,0.43,5.35,2,7.25,0.11,1.41,145.1,14.9,27.2,11.8,7.34,5220.885,40,7.3,7.15,7.45,35,0,0,204.21
TSLP-AR25-064-013-12,AR25-064,AR25-064-014,7/14/2025 8:07,12,21.33,18.77,88,17.49,373,6.77,0.44,1.04,1.33,7.04,0.1,1.55,144.4,16.3,26.9,27.6,7.39,6308.58,40,7.3,7.15,7.45,35,7.8,0.038838819,200.83
TSLP-AR25-064-013-13,AR25-064,AR25-064-014,7/15/2025 8:52,13,19.23,17.49,90.9,18.03,411,6.98,0.42,2.72,2.44,7.43,0.14,1.56,148.9,14,28.3,17.1,7.3,6851.115,40,7.3,7.15,7.45,35,0,0,203.39
TSLP-AR25-064-013-14,AR25-064,AR25-064-014,7/16/2025 7:09,14,20.591,18.3656,89.2,17.9,392,7.99,0.44,1.9,8.89,1.68,0.09,1.37,146.7,13.2,25.8,20.6,7.31,7386.09,40,7.3,7.15,7.45,35,0,0,200.65
TSLP-AR25-064-014-00,AR25-064,AR25-064-014,7/2/2025 13:55,0,1.0831,1.0745,99.2,15.82,326,0.73,0.7,7.81,1.22,2.73,0.21,6.69,102.3,23.7,68.7,99.1,7.14,77.45805,40,7,6.85,7.15,36.5,0,0,199.98
TSLP-AR25-064-014-01,AR25-064,AR25-064-014,7/3/2025 8:15,1,1.8346,1.8052,98.4,15.86,322,0.87,0.7,7.49,1.13,2.93,0.42,6.56,101.3,21.1,64.4,99,7.12,78.1107,40,7,6.85,7.15,36.5,0,0,197.15
TSLP-AR25-064-014-02,AR25-064,AR25-064-014,7/4/2025 8:17,2,3.4884,3.4489,98.9,15.87,317,1.18,0.72,6.7,0.98,3.27,0.77,6.37,102,14.6,42.1,86.1,7.14,98.23665,40,7,6.85,7.15,36.5,0,0,194.32
